0.809599,	1.633701
0.735718,	1.368382
0.661837,	1.103063
0.587956,	0.837744
0.530708,	0.606672
0.468040,	0.438260
0.427672,	0.296308
0.393583,	0.202137
0.372871,	0.114729
0.336814,	0.071286
0.310032,	0.031288
0.282708,	0.017272
0.258499,	0.004381
0.241650,	0.002150
0.227900,	0.000000
0.213060,	0.000000
0.204580,	0.000000
0.192920,	0.000000
0.183380,	0.000000
0.174900,	0.000000
0.167480,	0.000000
0.160060,	0.000000
0.153700,	0.000000
0.146280,	0.000000
0.137800,	0.000000
0.129320,	0.000000
0.122960,	0.000000
0.116600,	0.000000
0.110240,	0.000000
0.104940,	0.000000
0.098580,	0.000000
0.092220,	0.000000
0.085860,	0.000000
0.079500,	0.000000
0.074200,	0.000000
0.067840,	0.000000
0.061480,	0.000000
0.055120,	0.000000
0.048760,	0.000000
0.043460,	0.000000
0.038120,	0.000000
0.032860,	0.000000
0.029680,	0.000000
0.025440,	0.000000
0.022260,	0.000000
0.019080,	0.000000
0.016960,	0.000000
0.014840,	0.000000
0.011660,	0.000000
0.008480,	0.000000
0.005300,	0.000000
0.004240,	0.000000
0.003180,	0.000000
0.001060,	0.000000
0.000000,	0.000000
0.000000,	0.000000
0.000000,	0.000000
0.000000,	0.000000
0.000000,	0.000000
0.000000,	0.000000
0.000000,	0.000000
0.000000,	0.000000
0.000000,	0.000000
0.000000,	0.000000
0.000000,	0.000000
0.000000,	0.000000
0.000000,	0.000000
0.000000,	0.000000
0.000000,	0.000000
0.000000,	0.000000
0.000000,	0.000000
0.000000,	0.000000
0.000000,	0.000000
0.000000,	0.000000
0.000000,	0.000000
0.000000,	0.000000
0.000000,	0.000000
0.000000,	0.000000
0.000000,	0.000000
