380,0.1086,0.1053,0.0858,0.079,0.1167,0.0872,0.0726,0.0652,0.0643,0.054,0.0482,0.0691,0.0829,0.053,0.0908
381,0.11238,0.10873,0.087306,0.081427,0.11872,0.088844,0.073093,0.065268,0.064376,0.052919,0.047646,0.069001,0.082768,0.052626,0.092352
382,0.11768,0.11356,0.089487,0.084853,0.12169,0.091153,0.073763,0.065361,0.064541,0.051561,0.046951,0.068904,0.082631,0.052131,0.09449
383,0.12403,0.11937,0.092236,0.089006,0.1255,0.09393,0.074527,0.065471,0.064848,0.050235,0.046273,0.068867,0.082561,0.051593,0.096982
384,0.13095,0.12575,0.095443,0.093612,0.13004,0.096978,0.0753,0.065587,0.065349,0.049245,0.04577,0.068946,0.082627,0.05109,0.099596
385,0.138,0.1323,0.099,0.0984,0.1352,0.1001,0.076,0.0657,0.0661,0.0489,0.0456,0.0692,0.0829,0.0507,0.1021
386,0.14481,0.13871,0.10282,0.10317,0.14089,0.10315,0.07657,0.065807,0.067111,0.049403,0.045861,0.069667,0.083424,0.05048,0.10433
387,0.15148,0.14509,0.10687,0.10798,0.14702,0.10616,0.077063,0.06593,0.068226,0.05055,0.046411,0.070308,0.08414,0.050401,0.10637
388,0.15824,0.15166,0.11115,0.113,0.15354,0.10923,0.077562,0.0661,0.069245,0.052036,0.047052,0.071065,0.084964,0.050412,0.10839
389,0.16531,0.15862,0.11567,0.11836,0.16035,0.11245,0.078147,0.066347,0.069969,0.053555,0.047581,0.071882,0.085812,0.050462,0.11055
390,0.1729,0.1662,0.1204,0.1242,0.1674,0.1159,0.0789,0.0667,0.0702,0.0548,0.0478,0.0727,0.0866,0.0505,0.113
391,0.18116,0.17453,0.12534,0.13062,0.1746,0.11963,0.079873,0.067174,0.06982,0.055536,0.047574,0.073468,0.08726,0.050488,0.11585
392,0.18991,0.18345,0.13042,0.13752,0.18183,0.12349,0.081001,0.067717,0.069039,0.055808,0.047033,0.074161,0.087793,0.050432,0.11896
393,0.19892,0.19271,0.13558,0.14473,0.18896,0.12729,0.082194,0.068263,0.068148,0.055732,0.046376,0.07476,0.088216,0.050353,0.12215
394,0.20793,0.20208,0.14073,0.15211,0.19586,0.13082,0.083358,0.068747,0.067438,0.055424,0.045799,0.075246,0.088546,0.050269,0.12523
395,0.2167,0.2113,0.1458,0.1595,0.2024,0.1339,0.0844,0.0691,0.0672,0.055,0.0455,0.0756,0.0888,0.0502,0.128
396,0.22503,0.22018,0.15074,0.16676,0.20849,0.13638,0.085243,0.069279,0.067631,0.054557,0.045623,0.075822,0.088986,0.050157,0.13032
397,0.2329,0.22867,0.15556,0.17385,0.21418,0.13838,0.085868,0.069331,0.068552,0.054119,0.046097,0.075984,0.089077,0.050121,0.13221
398,0.24032,0.23674,0.16029,0.18072,0.21957,0.14006,0.086272,0.069322,0.069686,0.053693,0.046801,0.076174,0.089034,0.050067,0.13373
399,0.24731,0.24439,0.16496,0.18735,0.22475,0.14157,0.086451,0.069323,0.07076,0.053284,0.047609,0.076483,0.088821,0.049969,0.13494
400,0.2539,0.2516,0.1696,0.1937,0.2298,0.1431,0.0864,0.0694,0.0715,0.0529,0.0484,0.077,0.0884,0.0498,0.1359
401,0.26008,0.25836,0.17424,0.19975,0.23479,0.14476,0.086134,0.069603,0.07171,0.05255,0.049062,0.077773,0.087762,0.04955,0.13666
402,0.26575,0.26465,0.17885,0.20553,0.23963,0.14652,0.085739,0.069903,0.071512,0.052263,0.049539,0.078682,0.087005,0.049269,0.13723
403,0.27079,0.27046,0.1834,0.21105,0.24421,0.1483,0.085316,0.070252,0.07111,0.052071,0.049784,0.079564,0.086258,0.049023,0.13762
404,0.27508,0.27578,0.18786,0.21637,0.24841,0.15002,0.084969,0.0706,0.070705,0.052006,0.049753,0.080257,0.085647,0.048878,0.1378
405,0.2785,0.2806,0.1922,0.2215,0.2521,0.1516,0.0848,0.0709,0.0705,0.0521,0.0494,0.0806,0.0853,0.0489,0.1378
406,0.28099,0.28491,0.19638,0.22645,0.25521,0.15299,0.084879,0.071109,0.070642,0.05237,0.048716,0.080475,0.085302,0.049127,0.13761
407,0.2827,0.28871,0.20034,0.23111,0.25781,0.1542,0.085144,0.071207,0.071059,0.052769,0.04783,0.07995,0.085573,0.049483,0.1373
408,0.28385,0.29201,0.20399,0.23533,0.25998,0.15525,0.085499,0.071181,0.071625,0.053233,0.046906,0.079137,0.085994,0.049866,0.13693
409,0.28464,0.2948,0.20727,0.23898,0.26185,0.15617,0.08585,0.071016,0.072214,0.053697,0.046108,0.07815,0.086443,0.050173,0.13657
410,0.2853,0.2971,0.2101,0.2419,0.2635,0.157,0.0861,0.0707,0.0727,0.0541,0.0456,0.0771,0.0868,0.0503,0.1363
411,0.28599,0.29893,0.21242,0.24402,0.26502,0.15776,0.086182,0.07024,0.072988,0.054392,0.045497,0.076096,0.086968,0.050181,0.13616
412,0.28669,0.30041,0.21429,0.24553,0.26645,0.15849,0.086135,0.069732,0.073109,0.054582,0.045717,0.075223,0.086942,0.049895,0.13613
413,0.28735,0.30169,0.21578,0.24666,0.26778,0.15921,0.086028,0.069295,0.073126,0.054697,0.046129,0.074562,0.086743,0.049559,0.13617
414,0.28791,0.30291,0.21696,0.24767,0.26902,0.15997,0.085927,0.069044,0.073102,0.054762,0.0466,0.074194,0.086389,0.049289,0.13624
415,0.2883,0.3042,0.2179,0.2488,0.2702,0.1608,0.0859,0.0691,0.0731,0.0548,0.047,0.0742,0.0859,0.0492,0.1363
416,0.28847,0.30568,0.21869,0.25027,0.27132,0.16171,0.085995,0.069528,0.073174,0.054826,0.047229,0.074612,0.085301,0.049373,0.13631
417,0.28837,0.30732,0.21947,0.25213,0.2724,0.16265,0.086182,0.07019,0.073342,0.054811,0.047314,0.075267,0.084639,0.049747,0.13624
418,0.28796,0.30905,0.22039,0.2544,0.27349,0.16355,0.086412,0.070899,0.073612,0.054712,0.047315,0.075958,0.083966,0.050225,0.13608
419,0.28718,0.3108,0.22162,0.25712,0.27461,0.16432,0.086634,0.071465,0.073996,0.054489,0.04729,0.076472,0.083336,0.050708,0.13581
420,0.286,0.3125,0.2233,0.2603,0.2758,0.1649,0.0868,0.0717,0.0745,0.0541,0.0473,0.0766,0.0828,0.0511,0.1354
421,0.28439,0.3141,0.22554,0.26392,0.27709,0.16526,0.086875,0.071479,0.075118,0.053543,0.047393,0.076206,0.0824,0.051325,0.13485
422,0.28246,0.31553,0.22821,0.26773,0.27848,0.16553,0.086883,0.070928,0.075771,0.052973,0.047574,0.075447,0.082128,0.051389,0.13419
423,0.28034,0.31674,0.23115,0.27148,0.27999,0.16592,0.086863,0.070237,0.076366,0.05258,0.047839,0.074556,0.081967,0.051321,0.1335
424,0.27818,0.31768,0.23417,0.27486,0.28163,0.16662,0.086856,0.069598,0.076807,0.052558,0.048183,0.073763,0.081897,0.051148,0.13281
425,0.2761,0.3183,0.2371,0.2776,0.2834,0.1678,0.0869,0.0692,0.077,0.0531,0.0486,0.0733,0.0819,0.0509,0.1322
426,0.27421,0.31858,0.23981,0.27954,0.2853,0.16959,0.087026,0.069181,0.076887,0.054309,0.049074,0.073333,0.081956,0.050604,0.13169
427,0.27246,0.31866,0.24235,0.28099,0.2873,0.17181,0.087231,0.069473,0.076561,0.055933,0.049539,0.073763,0.08204,0.050293,0.13124
428,0.2708,0.31874,0.24481,0.28239,0.28935,0.17421,0.087503,0.069954,0.076151,0.057633,0.049917,0.074427,0.082126,0.05,0.13075
429,0.26913,0.31899,0.2473,0.28418,0.2914,0.17652,0.08783,0.070504,0.075788,0.059069,0.05013,0.075161,0.082188,0.049758,0.13017
430,0.2674,0.3196,0.2499,0.2868,0.2934,0.1785,0.0882,0.071,0.0756,0.0599,0.0501,0.0758,0.0822,0.0496,0.1294
431,0.26554,0.32069,0.25271,0.29054,0.29533,0.17996,0.088601,0.071349,0.075681,0.059897,0.049784,0.07622,0.082145,0.049544,0.12841
432,0.26353,0.3221,0.25579,0.29518,0.29727,0.18098,0.089023,0.071558,0.07598,0.059272,0.049282,0.076456,0.082046,0.04955,0.12727
433,0.26135,0.32362,0.25923,0.30033,0.29932,0.18171,0.089454,0.071663,0.076408,0.058348,0.048727,0.076582,0.081934,0.049565,0.12609
434,0.25902,0.32503,0.26307,0.30563,0.3016,0.1823,0.089883,0.071699,0.076877,0.05745,0.048255,0.076672,0.081841,0.049533,0.125
435,0.2565,0.3261,0.2674,0.3107,0.3042,0.1829,0.0903,0.0717,0.0773,0.0569,0.048,0.0768,0.0818,0.0494,0.1241
436,0.25381,0.32667,0.27224,0.31526,0.30719,0.18364,0.090698,0.071699,0.077612,0.056938,0.04805,0.077016,0.081832,0.049134,0.12346
437,0.25098,0.32678,0.27753,0.31939,0.31043,0.18461,0.091089,0.071724,0.077843,0.057473,0.048314,0.077269,0.081918,0.048786,0.12297
438,0.24807,0.32652,0.28314,0.32326,0.31378,0.18587,0.091492,0.071799,0.078048,0.058328,0.048652,0.077484,0.082027,0.048432,0.12248
439,0.24513,0.326,0.28896,0.32704,0.31706,0.18751,0.091923,0.071949,0.078282,0.059329,0.048927,0.077586,0.082131,0.048145,0.12184
440,0.2422,0.3253,0.2949,0.3309,0.3201,0.1896,0.0924,0.0722,0.0786,0.0603,0.049,0.0775,0.0822,0.048,0.1209
441,0.23933,0.3245,0.30084,0.33496,0.32279,0.19216,0.092932,0.07256,0.079043,0.061112,0.048776,0.077181,0.082211,0.048044,0.11956
442,0.2365,0.32356,0.30671,0.33915,0.32525,0.19502,0.093497,0.072967,0.079604,0.061819,0.048327,0.076704,0.082172,0.048219,0.11797
443,0.2337,0.32242,0.31244,0.34338,0.32765,0.19795,0.094067,0.073345,0.080264,0.062519,0.047771,0.076178,0.082097,0.048443,0.11632
444,0.23091,0.32102,0.31796,0.34753,0.33014,0.20076,0.094611,0.073615,0.081002,0.063313,0.047224,0.075708,0.082002,0.048631,0.11483
445,0.2281,0.3193,0.3232,0.3515,0.3329,0.2032,0.0951,0.0737,0.0818,0.0643,0.0468,0.0754,0.0819,0.0487,0.1137
446,0.22526,0.31723,0.3281,0.3552,0.33605,0.20515,0.095514,0.073558,0.082638,0.065536,0.046589,0.075332,0.081798,0.048586,0.11306
447,0.22241,0.31487,0.33261,0.35864,0.33955,0.20676,0.095873,0.073289,0.083501,0.066904,0.046565,0.07546,0.081666,0.048303,0.11275
448,0.21956,0.31233,0.33671,0.36183,0.34328,0.20828,0.096204,0.073032,0.084376,0.068244,0.046678,0.075713,0.081465,0.047888,0.11257
449,0.21675,0.30971,0.34035,0.36481,0.34716,0.20994,0.096537,0.072923,0.085247,0.069396,0.046873,0.076017,0.081156,0.047376,0.1123
450,0.214,0.3071,0.3435,0.3676,0.3511,0.212,0.0969,0.0731,0.0861,0.0702,0.0471,0.0763,0.0807,0.0468,0.1117
451,0.21132,0.30459,0.34615,0.37024,0.35502,0.21463,0.097323,0.073657,0.08693,0.070561,0.047319,0.076501,0.080089,0.046198,0.11063
452,0.20867,0.30221,0.34839,0.37285,0.35901,0.21779,0.097839,0.074515,0.087767,0.070643,0.047548,0.076604,0.079437,0.045607,0.10921
453,0.206,0.29999,0.35034,0.37557,0.36316,0.22137,0.098485,0.075556,0.088649,0.070674,0.047817,0.076607,0.078891,0.045067,0.10759
454,0.20326,0.29795,0.3521,0.37854,0.36759,0.22528,0.099293,0.076658,0.089614,0.070884,0.048157,0.076507,0.078597,0.044619,0.10596
455,0.2004,0.2961,0.3538,0.3819,0.3724,0.2294,0.1003,0.0777,0.0907,0.0715,0.0486,0.0763,0.0787,0.0443,0.1045
456,0.1974,0.29445,0.35551,0.38573,0.37767,0.23367,0.10153,0.078599,0.091936,0.072681,0.049162,0.075996,0.07929,0.044134,0.10333
457,0.19431,0.29288,0.35713,0.38989,0.38338,0.23816,0.10297,0.079413,0.093313,0.074299,0.049805,0.075658,0.080229,0.04408,0.10243
458,0.19122,0.29126,0.35855,0.39422,0.38949,0.24297,0.10459,0.080238,0.094812,0.076157,0.050477,0.075363,0.081323,0.044078,0.10172
459,0.18823,0.28945,0.35961,0.39852,0.39594,0.24818,0.10638,0.081168,0.096414,0.078057,0.051126,0.075184,0.082378,0.044071,0.10114
460,0.1854,0.2873,0.3602,0.4026,0.4027,0.2539,0.1083,0.0823,0.0981,0.0798,0.0517,0.0752,0.0832,0.044,0.1006
461,0.1828,0.28473,0.36022,0.40633,0.40969,0.26017,0.11034,0.083707,0.099848,0.081243,0.052149,0.075464,0.083641,0.043823,0.10005
462,0.18038,0.28186,0.35978,0.40975,0.41677,0.26683,0.11253,0.085381,0.10162,0.082459,0.052432,0.075947,0.083739,0.043564,0.099448
463,0.17805,0.27882,0.35902,0.41293,0.42375,0.27365,0.1149,0.08729,0.10338,0.083572,0.052511,0.076598,0.083576,0.043263,0.09876
464,0.17571,0.27578,0.35808,0.41595,0.43045,0.28042,0.11748,0.089407,0.10509,0.084711,0.052346,0.077366,0.083235,0.042962,0.097955
465,0.1733,0.2729,0.3571,0.4189,0.4367,0.2869,0.1203,0.0917,0.1067,0.086,0.0519,0.0782,0.0828,0.0427,0.097
466,0.17075,0.27027,0.35619,0.42182,0.44238,0.29296,0.12339,0.094151,0.1082,0.087541,0.051164,0.079044,0.082345,0.042508,0.095879
467,0.16809,0.26778,0.35526,0.42465,0.44762,0.29876,0.12675,0.096788,0.10969,0.08933,0.050251,0.079814,0.081908,0.042373,0.094638
468,0.1654,0.26527,0.35419,0.42731,0.4526,0.30454,0.13036,0.099649,0.11127,0.091338,0.049307,0.080423,0.081519,0.042275,0.093337
469,0.16275,0.26257,0.35284,0.42969,0.4575,0.31054,0.13421,0.10277,0.11307,0.093538,0.048475,0.080781,0.081207,0.042191,0.092037
470,0.1602,0.2595,0.3511,0.4317,0.4625,0.317,0.1383,0.1062,0.1152,0.0959,0.0479,0.0808,0.081,0.0421,0.0908
471,0.15781,0.25596,0.34887,0.43328,0.46774,0.3241,0.14262,0.10996,0.11773,0.098393,0.04769,0.080432,0.080923,0.041984,0.089671
472,0.15558,0.25204,0.3462,0.43447,0.47314,0.33178,0.14722,0.11407,0.12056,0.10097,0.047808,0.079792,0.080978,0.041848,0.088636
473,0.15352,0.24789,0.34319,0.43533,0.47857,0.33991,0.15217,0.11852,0.12355,0.1036,0.048181,0.079036,0.081161,0.041699,0.087666
