380.00000,0.05800,0.07800,0.07500,0.06600
381.00000,0.05791,0.07890,0.07619,0.06680
382.00000,0.05800,0.07997,0.07738,0.06757
383.00000,0.05823,0.08120,0.07857,0.06835
384.00000,0.05858,0.08255,0.07977,0.06915
385.00000,0.05900,0.08400,0.08100,0.07000
386.00000,0.05946,0.08553,0.08227,0.07093
387.00000,0.05993,0.08712,0.08359,0.07197
388.00000,0.06036,0.08875,0.08498,0.07315
389.00000,0.06073,0.09038,0.08645,0.07448
390.00000,0.06100,0.09200,0.08800,0.07600
391.00000,0.06114,0.09358,0.08964,0.07772
392.00000,0.06118,0.09510,0.09133,0.07956
393.00000,0.06114,0.09653,0.09299,0.08145
394.00000,0.06107,0.09784,0.09457,0.08329
395.00000,0.06100,0.09900,0.09600,0.08500
396.00000,0.06095,0.10000,0.09724,0.08652
397.00000,0.06093,0.10086,0.09832,0.08790
398.00000,0.06093,0.10162,0.09928,0.08922
399.00000,0.06096,0.10232,0.10016,0.09056
400.00000,0.06100,0.10300,0.10100,0.09200
401.00000,0.06105,0.10368,0.10183,0.09359
402.00000,0.06110,0.10434,0.10266,0.09532
403.00000,0.06113,0.10497,0.10347,0.09716
404.00000,0.06110,0.10553,0.10426,0.09906
405.00000,0.06100,0.10600,0.10500,0.10100
406.00000,0.06082,0.10636,0.10570,0.10293
407.00000,0.06059,0.10663,0.10634,0.10477
408.00000,0.06035,0.10681,0.10694,0.10645
409.00000,0.06014,0.10693,0.10749,0.10789
410.00000,0.06000,0.10700,0.10800,0.10900
411.00000,0.05996,0.10704,0.10846,0.10974
412.00000,0.05999,0.10706,0.10888,0.11014
413.00000,0.06003,0.10706,0.10928,0.11027
414.00000,0.06005,0.10703,0.10964,0.11020
415.00000,0.06000,0.10700,0.11000,0.11000
416.00000,0.05985,0.10696,0.11035,0.10974
417.00000,0.05962,0.10692,0.11071,0.10957
418.00000,0.05938,0.10691,0.11109,0.10962
419.00000,0.05915,0.10693,0.11152,0.11005
420.00000,0.05900,0.10700,0.11200,0.11100
421.00000,0.05895,0.10713,0.11255,0.11255
422.00000,0.05897,0.10732,0.11315,0.11449
423.00000,0.05901,0.10754,0.11377,0.11656
424.00000,0.05904,0.10777,0.11439,0.11849
425.00000,0.05900,0.10800,0.11500,0.12000
426.00000,0.05886,0.10822,0.11557,0.12091
427.00000,0.05865,0.10842,0.11613,0.12140
428.00000,0.05841,0.10861,0.11670,0.12173
429.00000,0.05818,0.10880,0.11731,0.12218
430.00000,0.05800,0.10900,0.11800,0.12300
431.00000,0.05790,0.10920,0.11878,0.12441
432.00000,0.05787,0.10941,0.11961,0.12639
433.00000,0.05788,0.10962,0.12046,0.12886
434.00000,0.05794,0.10981,0.12127,0.13176
435.00000,0.05800,0.11000,0.12200,0.13500
436.00000,0.05806,0.11017,0.12262,0.13852
437.00000,0.05810,0.11034,0.12317,0.14224
438.00000,0.05811,0.11052,0.12371,0.14610
439.00000,0.05808,0.11074,0.12430,0.15004
440.00000,0.05800,0.11100,0.12500,0.15400
441.00000,0.05786,0.11132,0.12584,0.15791
442.00000,0.05767,0.11169,0.12681,0.16171
443.00000,0.05745,0.11210,0.12785,0.16536
444.00000,0.05722,0.11254,0.12893,0.16881
445.00000,0.05700,0.11300,0.13000,0.17200
446.00000,0.05680,0.11346,0.13102,0.17490
447.00000,0.05660,0.11391,0.13202,0.17753
448.00000,0.05641,0.11433,0.13299,0.17990
449.00000,0.05622,0.11470,0.13398,0.18205
450.00000,0.05600,0.11500,0.13500,0.18400
451.00000,0.05576,0.11523,0.13607,0.18578
452.00000,0.05552,0.11541,0.13719,0.18743
453.00000,0.05530,0.11557,0.13838,0.18899
454.00000,0.05512,0.11576,0.13965,0.19050
455.00000,0.05500,0.11600,0.14100,0.19200
456.00000,0.05496,0.11632,0.14244,0.19352
457.00000,0.05498,0.11671,0.14397,0.19507
458.00000,0.05502,0.11714,0.14557,0.19666
459.00000,0.05504,0.11758,0.14725,0.19831
460.00000,0.05500,0.11800,0.14900,0.20000
461.00000,0.05489,0.11839,0.15081,0.20174
462.00000,0.05471,0.11876,0.15264,0.20348
463.00000,0.05449,0.11913,0.15447,0.20515
464.00000,0.05424,0.11954,0.15627,0.20667
465.00000,0.05400,0.12000,0.15800,0.20800
466.00000,0.05378,0.12053,0.15964,0.20907
467.00000,0.05357,0.12112,0.16122,0.20989
468.00000,0.05338,0.12174,0.16278,0.21047
469.00000,0.05319,0.12237,0.16436,0.21084
470.00000,0.05300,0.12300,0.16600,0.21100
471.00000,0.05280,0.12361,0.16772,0.21097
472.00000,0.05260,0.12420,0.16951,0.21076
473.00000,0.05240,0.12478,0.17134,0.21036
474.00000,0.05220,0.12538,0.17318,0.20978
475.00000,0.05200,0.12600,0.17500,0.20900
476.00000,0.05181,0.12666,0.17678,0.20803
477.00000,0.05162,0.12737,0.17854,0.20686
478.00000,0.05143,0.12815,0.18031,0.20547
479.00000,0.05122,0.12902,0.18212,0.20386
480.00000,0.05100,0.13000,0.18400,0.20200
481.00000,0.05076,0.13110,0.18597,0.19990
482.00000,0.05051,0.13234,0.18805,0.19759
483.00000,0.05029,0.13373,0.19024,0.19514
484.00000,0.05011,0.13528,0.19255,0.19259
485.00000,0.05000,0.13700,0.19500,0.19000
486.00000,0.04997,0.13890,0.19758,0.18741
487.00000,0.05000,0.14097,0.20029,0.18482
488.00000,0.05004,0.14319,0.20311,0.18223
489.00000,0.05005,0.14554,0.20602,0.17963
490.00000,0.05000,0.14800,0.20900,0.17700
491.00000,0.04985,0.15058,0.21206,0.17434
492.00000,0.04964,0.15337,0.21528,0.17163
493.00000,0.04940,0.15646,0.21878,0.16886
494.00000,0.04918,0.15997,0.22265,0.16598
495.00000,0.04900,0.16400,0.22700,0.16300
496.00000,0.04891,0.16865,0.23191,0.15989
497.00000,0.04888,0.17394,0.23734,0.15670
498.00000,0.04890,0.17992,0.24321,0.15345
499.00000,0.04895,0.18660,0.24945,0.15020
500.00000,0.04900,0.19400,0.25600,0.14700
501.00000,0.04904,0.20213,0.26278,0.14387
502.00000,0.04906,0.21091,0.26973,0.14082
503.00000,0.04906,0.22022,0.27678,0.13783
504.00000,0.04904,0.22995,0.28390,0.13489
505.00000,0.04900,0.24000,0.29100,0.13200
506.00000,0.04895,0.25031,0.29804,0.12914
507.00000,0.04890,0.26104,0.30499,0.12632
508.00000,0.04888,0.27242,0.31182,0.12352
509.00000,0.04890,0.28467,0.31850,0.12075
510.00000,0.04900,0.29800,0.32500,0.11800
511.00000,0.04918,0.31253,0.33128,0.11528
512.00000,0.04941,0.32799,0.33724,0.11260
513.00000,0.04965,0.34397,0.34276,0.10998
514.00000,0.04986,0.36011,0.34772,0.10744
515.00000,0.05000,0.37600,0.35200,0.10500
516.00000,0.05004,0.39137,0.35551,0.10267
517.00000,0.05002,0.40633,0.35830,0.10043
518.00000,0.04997,0.42111,0.36043,0.09826
519.00000,0.04995,0.43593,0.36197,0.09613
520.00000,0.05000,0.45100,0.36300,0.09400
521.00000,0.05015,0.46648,0.36357,0.09187
522.00000,0.05037,0.48222,0.36367,0.08976
523.00000,0.05062,0.49803,0.36329,0.08772
524.00000,0.05084,0.51369,0.36241,0.08579
525.00000,0.05100,0.52900,0.36100,0.08400
526.00000,0.05106,0.54378,0.35907,0.08239
527.00000,0.05105,0.55793,0.35669,0.08093
528.00000,0.05101,0.57140,0.35398,0.07957
529.00000,0.05098,0.58411,0.35105,0.07828
530.00000,0.05100,0.59600,0.34800,0.07700
531.00000,0.05111,0.60704,0.34491,0.07571
532.00000,0.05129,0.61733,0.34173,0.07443
533.00000,0.05151,0.62700,0.33840,0.07320
534.00000,0.05176,0.63618,0.33485,0.07204
535.00000,0.05200,0.64500,0.33100,0.07100
536.00000,0.05222,0.65357,0.32682,0.07009
537.00000,0.05243,0.66183,0.32235,0.06928
538.00000,0.05262,0.66971,0.31767,0.06853
539.00000,0.05281,0.67712,0.31286,0.06778
540.00000,0.05300,0.68400,0.30800,0.06700
