wl,Vlambda,Vprime,Vlambda/mac,Scone/mac,Melanopsin,Scone,ybar
666.000000000,0.041764705,0.000199100,0.040950253,0.000000000,0.000041000,0.000000000,0.041758720
667.000000000,0.039166893,0.000185350,0.038403101,0.000000000,0.000038200,0.000000000,0.039084960
668.000000000,0.036569081,0.000171600,0.035855949,0.000000000,0.000035700,0.000000000,0.036563840
669.000000000,0.034286834,0.000159800,0.033618208,0.000000000,0.000033300,0.000000000,0.034200480
670.000000000,0.032004586,0.000148000,0.031380467,0.000000000,0.000031100,0.000000000,0.032000000
671.000000000,0.030042625,0.000137850,0.029456766,0.000000000,0.000029000,0.000000000,0.029962610
672.000000000,0.028080664,0.000127700,0.027533065,0.000000000,0.000027100,0.000000000,0.028076640
673.000000000,0.026396128,0.000119050,0.025881378,0.000000000,0.000025300,0.000000000,0.026329360
674.000000000,0.024711591,0.000110400,0.024229692,0.000000000,0.000023600,0.000000000,0.024708050
675.000000000,0.023257743,0.000102900,0.022804195,0.000000000,0.000022100,0.000000000,0.023200000
676.000000000,0.021803895,0.000095400,0.021378698,0.000000000,0.000020600,0.000000000,0.021800770
677.000000000,0.020543869,0.000089000,0.020143244,0.000000000,0.000019300,0.000000000,0.020501120
678.000000000,0.019283844,0.000082600,0.018907790,0.000000000,0.000018000,0.000000000,0.019281080
679.000000000,0.018143140,0.000077050,0.017789332,0.000000000,0.000016800,0.000000000,0.018120690
680.000000000,0.017002436,0.000071500,0.016670873,0.000000000,0.000015700,0.000000000,0.017000000
681.000000000,0.015920872,0.000066750,0.015610399,0.000000000,0.000014700,0.000000000,0.015903790
682.000000000,0.014839307,0.000062000,0.014549926,0.000000000,0.000013800,0.000000000,0.014837180
683.000000000,0.013837963,0.000057900,0.013568110,0.000000000,0.000012900,0.000000000,0.013810680
684.000000000,0.012836619,0.000053800,0.012586293,0.000000000,0.000012100,0.000000000,0.012834780
685.000000000,0.011953258,0.000050250,0.011720158,0.000000000,0.000011300,0.000000000,0.011920000
686.000000000,0.011069896,0.000046700,0.010854023,0.000000000,0.000010600,0.000000000,0.011068310
687.000000000,0.010302287,0.000043650,0.010101383,0.000000000,0.000009900,0.000000000,0.010273390
688.000000000,0.009534678,0.000040600,0.009348742,0.000000000,0.000009270,0.000000000,0.009533311
689.000000000,0.008872927,0.000037965,0.008699897,0.000000000,0.000008680,0.000000000,0.008846157
690.000000000,0.008211176,0.000035330,0.008051051,0.000000000,0.000008130,0.000000000,0.008210000
691.000000000,0.007648808,0.000033040,0.007499649,0.000000000,0.000007620,0.000000000,0.007623781
692.000000000,0.007086439,0.000030750,0.006948247,0.000000000,0.000007140,0.000000000,0.007085424
693.000000000,0.006612902,0.000028770,0.006483944,0.000000000,0.000006690,0.000000000,0.006591476
694.000000000,0.006139365,0.000026790,0.006019641,0.000000000,0.000006280,0.000000000,0.006138485
695.000000000,0.005741595,0.000025075,0.005629628,0.000000000,0.000005890,0.000000000,0.005723000
696.000000000,0.005343825,0.000023360,0.005239615,0.000000000,0.000005520,0.000000000,0.005343059
697.000000000,0.005010450,0.000021870,0.004912741,0.000000000,0.000005170,0.000000000,0.004995796
698.000000000,0.004677074,0.000020380,0.004585867,0.000000000,0.000004860,0.000000000,0.004676404
699.000000000,0.004389831,0.000019090,0.004304225,0.000000000,0.000004560,0.000000000,0.004380075
700.000000000,0.004102588,0.000017800,0.004022584,0.000000000,0.000004280,0.000000000,0.004102000
701.000000000,0.003846101,0.000016680,0.003771098,0.000000000,0.000004020,0.000000000,0.003838453
702.000000000,0.003589613,0.000015560,0.003519612,0.000000000,0.000003770,0.000000000,0.003589099
703.000000000,0.003362078,0.000014580,0.003296514,0.000000000,0.000003540,0.000000000,0.003354219
704.000000000,0.003134542,0.000013600,0.003073415,0.000000000,0.000003320,0.000000000,0.003134093
705.000000000,0.002936537,0.000012755,0.002879271,0.000000000,0.000003120,0.000000000,0.002929000
706.000000000,0.002738531,0.000011910,0.002685127,0.000000000,0.000002930,0.000000000,0.002738139
707.000000000,0.002566059,0.000011170,0.002516019,0.000000000,0.000002760,0.000000000,0.002559876
708.000000000,0.002393587,0.000010430,0.002346910,0.000000000,0.000000000,0.000000000,0.002393244
709.000000000,0.002242443,0.000009785,0.002198714,0.000000000,0.000000000,0.000000000,0.002237275
710.000000000,0.002091300,0.000009140,0.002050517,0.000000000,0.000000000,0.000000000,0.002091000
711.000000000,0.001958071,0.000008580,0.001919887,0.000000000,0.000000000,0.000000000,0.001953587
712.000000000,0.001824842,0.000008020,0.001789256,0.000000000,0.000000000,0.000000000,0.001824580
713.000000000,0.001707628,0.000007530,0.001674328,0.000000000,0.000000000,0.000000000,0.001703580
714.000000000,0.001590415,0.000007040,0.001559400,0.000000000,0.000000000,0.000000000,0.001590187
715.000000000,0.001487555,0.000006610,0.001458546,0.000000000,0.000000000,0.000000000,0.001484000
716.000000000,0.001384695,0.000006180,0.001357692,0.000000000,0.000000000,0.000000000,0.001384496
717.000000000,0.001294480,0.000005810,0.001269236,0.000000000,0.000000000,0.000000000,0.001291268
718.000000000,0.001204265,0.000005440,0.001180780,0.000000000,0.000000000,0.000000000,0.001204092
719.000000000,0.001125707,0.000005110,0.001103755,0.000000000,0.000000000,0.000000000,0.001122744
720.000000000,0.001047150,0.000004780,0.001026730,0.000000000,0.000000000,0.000000000,0.001047000
721.000000000,0.000979195,0.000004495,0.000960100,0.000000000,0.000000000,0.000000000,0.000976590
722.000000000,0.000911240,0.000004210,0.000893470,0.000000000,0.000000000,0.000000000,0.000911109
723.000000000,0.000852296,0.000003959,0.000835675,0.000000000,0.000000000,0.000000000,0.000850133
724.000000000,0.000793352,0.000003709,0.000777881,0.000000000,0.000000000,0.000000000,0.000793238
725.000000000,0.000742139,0.000003490,0.000727666,0.000000000,0.000000000,0.000000000,0.000740000
726.000000000,0.000690926,0.000003270,0.000677452,0.000000000,0.000000000,0.000000000,0.000690083
727.000000000,0.000645253,0.000003077,0.000632670,0.000000000,0.000000000,0.000000000,0.000643310
728.000000000,0.000599581,0.000002884,0.000587889,0.000000000,0.000000000,0.000000000,0.000599496
729.000000000,0.000559828,0.000002715,0.000548911,0.000000000,0.000000000,0.000000000,0.000558455
730.000000000,0.000520075,0.000002546,0.000509933,0.000000000,0.000000000,0.000000000,0.000520000
