380,2.39,5.8,8.94,3.46,4.72,5.53,3.79,4.18,3.77,0.25,3.85,1.62,2.23,2.87,300
385,2.93,6.99,11.21,3.86,5.82,6.63,2.56,2.93,2.64,0,2.91,2.06,2.92,3.69,286
390,3.82,8.7,14.08,4.41,7.18,8.07,1.91,2.29,2.06,0,2.56,2.71,3.91,4.87,268
395,4.23,9.89,16.48,4.51,8.39,9.45,1.42,1.98,1.87,0,2.59,3.11,4.55,5.82,244
400,4.97,11.59,19.63,4.86,9.96,11.28,1.51,2.44,2.55,0.69,3.63,3.67,5.46,7.17,304
405,86.3,94.53,116.33,71.22,58.86,61.47,73.64,70.7,71.68,21.24,74.54,74.6,77.4,72.21,581
410,11.65,20.8,32.07,8.72,15.78,17.8,7.37,10.19,12.05,2.18,14.69,8.88,11.25,13.69,225
415,7.09,16.52,29.72,5.36,15.1,17.47,4.69,9.79,13.57,1.86,17.22,4.77,7.69,11.12,155
420,7.84,18.3,33.39,5.61,17.3,20.12,5.33,13.21,19.6,3.1,24.99,4.72,8.29,12.43,152
425,8.59,20.33,36.94,5.91,19.66,23.05,6.75,17.79,27.33,5,34.4,4.72,8.98,13.9,170
430,9.44,22,40.33,6.42,22.43,26.37,8.51,22.98,35.39,7.03,44.57,4.94,10.01,15.82,295
435,196.54,231.9,262.66,192.77,176,186.01,181.81,191.43,211.82,45.08,228.08,150.29,204.45,200.99,1417.00
440,10.94,25.81,46.87,7.77,28.67,33.94,11.71,31.76,49.02,16.78,61.53,6.08,13.75,21.72,607
445,11.38,27.63,49.79,8.37,31.92,37.98,11.96,33.35,51.83,12.28,65.31,7.13,16.88,26.33,343
450,11.89,29.1,52.46,9.22,35.38,42.12,12.18,33.87,52.5,13.31,66.35,9.1,21.73,32.85,386
455,12.37,30.61,54.81,10.18,38.73,46.38,11.9,32.89,50.73,13.66,64.37,11.76,27.96,40.8,430
460,12.81,31.92,56.81,11.18,41.98,50.3,11.16,30.6,46.93,13.69,59.81,14.96,34.92,49.23,469
465,13.15,33.11,58.44,12.28,44.92,53.95,11.22,28.28,42.42,13.13,54.24,18.54,41.96,57.39,502
470,13.39,33.83,59.52,13.38,47.49,56.94,9.83,24.81,37.16,12.28,47.42,22.48,48.62,65.26,531
475,13.56,34.7,60.12,14.54,49.58,59.48,8.94,21.6,31.84,11.42,41.1,26.76,54.33,71.99,552
480,13.59,35.02,60.24,15.74,51.21,61.36,12.08,23.4,31.94,11.66,40.04,31.66,59.49,78.25,567
485,13.56,35.22,59.88,17.09,52.36,62.68,52.56,68.99,77.74,22.04,85.54,40.93,67.91,88.85,572
490,14.07,35.81,59.88,19.6,53.99,64.34,55.42,70.85,79.45,26.17,86.55,45.83,70.01,91.67,575
495,13.39,35.14,58.6,21.05,53.78,63.9,31.69,42.29,47.93,18.57,53.47,46,66.4,86.81,561
500,13.29,35.14,57.85,23.96,54.04,63.85,16.03,22.67,26.24,11.36,30.91,45.26,62.07,80.42,548
