753,1.16,1.05,0.62,0.7,0.52,0.43,0.37,2.71,1.79
754,1.13,1.02,0.6,0.69,0.51,0.42,0.36,2.63,1.74
755,1.1,1,0.58,0.67,0.49,0.41,0.35,2.54,1.7
756,1.07,0.97,0.57,0.66,0.48,0.41,0.33,2.47,1.65
757,1.04,0.94,0.55,0.65,0.47,0.4,0.32,2.39,1.61
758,1.02,0.92,0.53,0.63,0.46,0.39,0.32,2.33,1.57
759,0.99,0.89,0.52,0.62,0.45,0.38,0.3,2.26,1.52
760,0.97,0.87,0.5,0.61,0.44,0.37,0.3,2.21,1.47
761,0.94,0.84,0.49,0.59,0.43,0.36,0.3,2.15,1.43
762,0.92,0.82,0.47,0.58,0.42,0.36,0.28,2.08,1.4
763,0.9,0.8,0.46,0.57,0.41,0.35,0.28,2.02,1.36
764,0.88,0.78,0.45,0.56,0.4,0.34,0.27,1.95,1.32
765,0.86,0.76,0.43,0.55,0.39,0.34,0.27,1.9,1.3
766,0.83,0.74,0.42,0.54,0.38,0.33,0.25,1.84,1.26
767,0.81,0.72,0.41,0.52,0.37,0.32,0.26,1.79,1.22
768,0.8,0.7,0.4,0.52,0.36,0.32,0.23,1.74,1.19
769,0.78,0.68,0.39,0.51,0.35,0.31,0.24,1.69,1.15
770,0.76,0.67,0.37,0.5,0.35,0.3,0.24,1.65,1.1
771,0.74,0.65,0.36,0.49,0.34,0.3,0.23,1.61,1.06
772,0.72,0.63,0.35,0.48,0.33,0.29,0.22,1.57,1.04
773,0.71,0.62,0.34,0.47,0.32,0.29,0.22,1.52,1.02
774,0.69,0.6,0.33,0.46,0.31,0.28,0.21,1.48,0.99
775,0.68,0.59,0.32,0.45,0.31,0.28,0.21,1.44,0.96
776,0.66,0.57,0.31,0.45,0.3,0.27,0.2,1.39,0.94
777,0.65,0.56,0.31,0.44,0.29,0.26,0.2,1.35,0.92
778,0.63,0.54,0.3,0.43,0.29,0.26,0.18,1.3,0.89
779,0.62,0.53,0.29,0.42,0.28,0.25,0.19,1.26,0.86
780,0.61,0.52,0.28,0.42,0.27,0.25,0.17,1.22,0.84
