645,4.730,5.430,6.090,7.010,4.260,4.870,10.040,14.340,14.580,2.190,2.340,2.750
646,4.606,5.271,5.906,6.796,4.145,4.719,10.030,14.381,14.624,2.399,2.599,3.045
647,4.487,5.117,5.727,6.589,4.034,4.572,10.023,14.418,14.674,2.621,2.875,3.364
648,4.371,4.967,5.553,6.387,3.926,4.430,10.018,14.452,14.732,2.838,3.146,3.677
649,4.259,4.822,5.384,6.191,3.821,4.293,10.017,14.479,14.800,3.034,3.388,3.958
650,4.150,4.680,5.220,6.000,3.720,4.160,10.020,14.500,14.880,3.190,3.580,4.180
651,4.042,4.541,5.057,5.812,3.621,4.031,10.043,14.515,15.012,3.176,3.552,4.133
652,3.938,4.405,4.899,5.628,3.525,3.905,10.067,14.520,15.148,3.116,3.466,4.017
653,3.836,4.273,4.745,5.450,3.431,3.783,10.089,14.514,15.282,3.021,3.337,3.850
654,3.736,4.145,4.595,5.277,3.339,3.665,10.104,14.495,15.406,2.902,3.180,3.652
655,3.640,4.020,4.450,5.110,3.250,3.550,10.110,14.460,15.510,2.770,3.010,3.440
656,3.547,3.899,4.312,4.951,3.161,3.438,10.109,14.419,15.606,2.671,2.896,3.301
657,3.457,3.782,4.178,4.797,3.074,3.328,10.090,14.357,15.662,2.571,2.785,3.168
658,3.369,3.668,4.048,4.647,2.990,3.222,10.047,14.269,15.666,2.473,2.678,3.040
