390.0,  2.51220
390.1,  2.50445
390.2,  2.49671
390.3,  2.48897
390.4,  2.48123
390.5,  2.47350
390.6,  2.46577
390.7,  2.45804
390.8,  2.45032
390.9,  2.44261
391.0,  2.43490
391.1,  2.42719
391.2,  2.41949
391.3,  2.41179
391.4,  2.40410
391.5,  2.39641
391.6,  2.38873
391.7,  2.38105
391.8,  2.37337
391.9,  2.36570
392.0,  2.35804
392.1,  2.35038
392.2,  2.34272
392.3,  2.33507
392.4,  2.32743
392.5,  2.31979
392.6,  2.31216
392.7,  2.30453
392.8,  2.29690
392.9,  2.28928
393.0,  2.28167
393.1,  2.27406
393.2,  2.26646
393.3,  2.25886
393.4,  2.25127
393.5,  2.24369
393.6,  2.23611
393.7,  2.22853
393.8,  2.22096
393.9,  2.21340
394.0,  2.20584
394.1,  2.19829
394.2,  2.19074
394.3,  2.18321
394.4,  2.17567
394.5,  2.16814
394.6,  2.16062
394.7,  2.15311
394.8,  2.14560
394.9,  2.13810
395.0,  2.13060
395.1,  2.12311
395.2,  2.11563
395.3,  2.10815
395.4,  2.10068
395.5,  2.09321
395.6,  2.08576
395.7,  2.07831
395.8,  2.07086
395.9,  2.06343
396.0,  2.05599
396.1,  2.04857
396.2,  2.04115
396.3,  2.03374
396.4,  2.02634
396.5,  2.01895
396.6,  2.01156
396.7,  2.00418
396.8,  1.99680
396.9,  1.98943
397.0,  1.98207
397.1,  1.97472
397.2,  1.96738
397.3,  1.96004
397.4,  1.95271
397.5,  1.94538
397.6,  1.93807
397.7,  1.93076
397.8,  1.92346
397.9,  1.91617
398.0,  1.90889
398.1,  1.90161
398.2,  1.89434
398.3,  1.88708
398.4,  1.87983
398.5,  1.87258
398.6,  1.86534
398.7,  1.85812
398.8,  1.85089
398.9,  1.84368
399.0,  1.83648
399.1,  1.82928
399.2,  1.82209
399.3,  1.81492
399.4,  1.80774
399.5,  1.80058
399.6,  1.79343
399.7,  1.78628
399.8,  1.77915
399.9,  1.77202
400.0,  1.76490
400.1,  1.75779
400.2,  1.75069
400.3,  1.74360
400.4,  1.73651
400.5,  1.72944
400.6,  1.72238
400.7,  1.71533
400.8,  1.70829
400.9,  1.70126
401.0,  1.69424
401.1,  1.68723
401.2,  1.68023
401.3,  1.67325
401.4,  1.66628
401.5,  1.65932
401.6,  1.65237
401.7,  1.64544
401.8,  1.63852
401.9,  1.63161
402.0,  1.62472
402.1,  1.61784
402.2,  1.61097
402.3,  1.60412
402.4,  1.59729
402.5,  1.59047
402.6,  1.58367
402.7,  1.57688
402.8,  1.57011
402.9,  1.56335
403.0,  1.55661
403.1,  1.54989
403.2,  1.54318
403.3,  1.53649
403.4,  1.52982
403.5,  1.52317
403.6,  1.51653
403.7,  1.50992
403.8,  1.50332
403.9,  1.49674
404.0,  1.49018
404.1,  1.48364
404.2,  1.47712
404.3,  1.47062
404.4,  1.46414
404.5,  1.45768
404.6,  1.45124
404.7,  1.44482
404.8,  1.43843
404.9,  1.43205
405.0,  1.42570
405.1,  1.41937
405.2,  1.41306
405.3,  1.40677
405.4,  1.40051
405.5,  1.39427
405.6,  1.38805
405.7,  1.38185
405.8,  1.37568
405.9,  1.36952
406.0,  1.36340
406.1,  1.35729
406.2,  1.35120
406.3,  1.34514
406.4,  1.33910
406.5,  1.33309
406.6,  1.32710
406.7,  1.32113
406.8,  1.31518
406.9,  1.30926
407.0,  1.30336
407.1,  1.29748
407.2,  1.29163
407.3,  1.28580
407.4,  1.27999
407.5,  1.27420
407.6,  1.26844
407.7,  1.26271
407.8,  1.25699
407.9,  1.25131
408.0,  1.24564
408.1,  1.24000
408.2,  1.23438
408.3,  1.22878
408.4,  1.22321
408.5,  1.21767
408.6,  1.21214
408.7,  1.20665
408.8,  1.20117
408.9,  1.19572
409.0,  1.19030
409.1,  1.18489
409.2,  1.17952
409.3,  1.17416
409.4,  1.16884
409.5,  1.16353
409.6,  1.15825
409.7,  1.15300
409.8,  1.14777
409.9,  1.14256
410.0,  1.13738
410.1,  1.13222
410.2,  1.12709
410.3,  1.12199
410.4,  1.11690
410.5,  1.11184
410.6,  1.10681
410.7,  1.10180
410.8,  1.09681
410.9,  1.09185
411.0,  1.08691
411.1,  1.08199
411.2,  1.07709
411.3,  1.07222
411.4,  1.06737
411.5,  1.06255
411.6,  1.05774
411.7,  1.05296
411.8,  1.04820
411.9,  1.04346
412.0,  1.03874
412.1,  1.03404
412.2,  1.02937
412.3,  1.02471
412.4,  1.02008
412.5,  1.01546
412.6,  1.01087
412.7,  1.00630
412.8,  1.00175
412.9,  0.99721
413.0,  0.99270
413.1,  0.98821
413.2,  0.98373
413.3,  0.97928
413.4,  0.97484
413.5,  0.97042
413.6,  0.96602
413.7,  0.96164
413.8,  0.95728
413.9,  0.95294
414.0,  0.94861
414.1,  0.94430
414.2,  0.94001
414.3,  0.93574
414.4,  0.93148
414.5,  0.92725
414.6,  0.92302
414.7,  0.91882
414.8,  0.91463
414.9,  0.91046
415.0,  0.90630
415.1,  0.90216
415.2,  0.89804
415.3,  0.89393
415.4,  0.88984
415.5,  0.88576
415.6,  0.88171
415.7,  0.87767
415.8,  0.87365
415.9,  0.86964
416.0,  0.86566
416.1,  0.86169
416.2,  0.85774
416.3,  0.85381
416.4,  0.84990
416.5,  0.84601
416.6,  0.84214
416.7,  0.83829
416.8,  0.83446
416.9,  0.83065
417.0,  0.82686
417.1,  0.82309
417.2,  0.81934
417.3,  0.81561
417.4,  0.81191
417.5,  0.80823
417.6,  0.80457
417.7,  0.80093
417.8,  0.79731
417.9,  0.79372
418.0,  0.79015
418.1,  0.78660
418.2,  0.78308
418.3,  0.77958
418.4,  0.77610
418.5,  0.77265
418.6,  0.76923
418.7,  0.76583
418.8,  0.76245
418.9,  0.75910
419.0,  0.75577
419.1,  0.75247
419.2,  0.74920
419.3,  0.74595
419.4,  0.74273
419.5,  0.73954
419.6,  0.73637
419.7,  0.73323
419.8,  0.73012
419.9,  0.72704
420.0,  0.72398
420.1,  0.72095
420.2,  0.71795
420.3,  0.71498
420.4,  0.71203
420.5,  0.70911
420.6,  0.70622
420.7,  0.70335
420.8,  0.70050
420.9,  0.69768
421.0,  0.69488
421.1,  0.69210
421.2,  0.68935
421.3,  0.68662
421.4,  0.68391
421.5,  0.68122
421.6,  0.67855
421.7,  0.67590
421.8,  0.67326
421.9,  0.67065
422.0,  0.66805
422.1,  0.66548
422.2,  0.66291
422.3,  0.66037
422.4,  0.65784
422.5,  0.65532
422.6,  0.65282
422.7,  0.65033
422.8,  0.64786
422.9,  0.64540
423.0,  0.64295
423.1,  0.64052
423.2,  0.63809
423.3,  0.63568
423.4,  0.63327
423.5,  0.63088
423.6,  0.62849
423.7,  0.62611
423.8,  0.62374
423.9,  0.62138
424.0,  0.61902
424.1,  0.61668
424.2,  0.61433
424.3,  0.61199
424.4,  0.60966
424.5,  0.60733
424.6,  0.60500
424.7,  0.60268
424.8,  0.60036
424.9,  0.59804
425.0,  0.59572
425.1,  0.59340
425.2,  0.59109
425.3,  0.58877
425.4,  0.58646
425.5,  0.58415
425.6,  0.58184
425.7,  0.57953
425.8,  0.57723
425.9,  0.57493
426.0,  0.57263
426.1,  0.57034
426.2,  0.56805
426.3,  0.56577
426.4,  0.56349
426.5,  0.56122
426.6,  0.55895
426.7,  0.55669
426.8,  0.55444
426.9,  0.55219
427.0,  0.54995
427.1,  0.54772
427.2,  0.54549
427.3,  0.54327
427.4,  0.54106
427.5,  0.53886
427.6,  0.53667
427.7,  0.53449
427.8,  0.53231
427.9,  0.53015
428.0,  0.52800
428.1,  0.52585
428.2,  0.52372
428.3,  0.52160
428.4,  0.51949
