1.000000000e+11,1.759806777e-01,2.663079779e-01,1.759806770e-01,2.663079758e-01,-1.010721885e-01,1.870239772e-01,-3.391776818e-01
1.000000000e+06,1.760528438e-01,2.665198882e-01,1.759812657e-01,2.663100450e-01,1.674571030e-01,2.363494279e-01,-3.411028621e-01
5.000000000e+05,1.761258917e-01,2.667336871e-01,1.759830319e-01,2.663162523e-01,1.674578466e-01,2.363574376e-01,-3.422325445e-01
3.333333333e+05,1.761998283e-01,2.669493655e-01,1.759859758e-01,2.663265962e-01,1.674590866e-01,2.363707851e-01,-3.433895352e-01
2.500000000e+05,1.762746614e-01,2.671669161e-01,1.759900979e-01,2.663410743e-01,1.674608240e-01,2.363894673e-01,-3.445739076e-01
2.000000000e+05,1.763503987e-01,2.673863310e-01,1.759953986e-01,2.663596833e-01,1.674630601e-01,2.364134801e-01,-3.457857335e-01
1.666666667e+05,1.764270478e-01,2.676076019e-01,1.760018786e-01,2.663824188e-01,1.674657966e-01,2.364428179e-01,-3.470250824e-01
1.428571429e+05,1.765046164e-01,2.678307201e-01,1.760095387e-01,2.664092757e-01,1.674690358e-01,2.364774741e-01,-3.482920220e-01
1.250000000e+05,1.765831122e-01,2.680556762e-01,1.760183800e-01,2.664402478e-01,1.674727802e-01,2.365174408e-01,-3.495866181e-01
1.111111111e+05,1.766625426e-01,2.682824607e-01,1.760284036e-01,2.664753279e-01,1.674770326e-01,2.365627090e-01,-3.509089343e-01
1.000000000e+05,1.767429153e-01,2.685110633e-01,1.760396107e-01,2.665145081e-01,1.674817963e-01,2.366132684e-01,-3.522590325e-01
9.090909091e+04,1.768242378e-01,2.687414737e-01,1.760520027e-01,2.665577792e-01,1.674870750e-01,2.366691076e-01,-3.536369726e-01
8.333333333e+04,1.769065177e-01,2.689736806e-01,1.760655813e-01,2.666051315e-01,1.674928728e-01,2.367302141e-01,-3.550428127e-01
7.692307692e+04,1.769897623e-01,2.692076728e-01,1.760803482e-01,2.666565540e-01,1.674991939e-01,2.367965739e-01,-3.564766088e-01
7.142857143e+04,1.770739792e-01,2.694434382e-01,1.760963051e-01,2.667120350e-01,1.675060432e-01,2.368681722e-01,-3.579384152e-01
6.666666667e+04,1.771591757e-01,2.696809648e-01,1.761134540e-01,2.667715620e-01,1.675134258e-01,2.369449929e-01,-3.594282842e-01
6.250000000e+04,1.772453591e-01,2.699202396e-01,1.761317972e-01,2.668351213e-01,1.675213471e-01,2.370270187e-01,-3.609462662e-01
5.882352941e+04,1.773325367e-01,2.701612496e-01,1.761513367e-01,2.669026985e-01,1.675298130e-01,2.371142313e-01,-3.624924100e-01
5.555555556e+04,1.774207159e-01,2.704039813e-01,1.761720750e-01,2.669742784e-01,1.675388297e-01,2.372066112e-01,-3.640667623e-01
5.263157895e+04,1.775099036e-01,2.706484207e-01,1.761940146e-01,2.670498446e-01,1.675484036e-01,2.373041377e-01,-3.656693681e-01
5.000000000e+04,1.776001072e-01,2.708945534e-01,1.762171581e-01,2.671293803e-01,1.675585416e-01,2.374067891e-01,-3.673002709e-01
4.545454545e+04,1.777835898e-01,2.713918396e-01,1.762670678e-01,2.673002875e-01,1.675805388e-01,2.376273746e-01,-3.706471311e-01
