1.000000000e+11,2.105263158e-01,3.157894737e-01,2.105263158e-01,3.157894737e-01,2.105263158e-01,3.157894737e-01,-2.500000000e-01
1.000000000e+06,2.105263158e-01,3.157894737e-01,2.105263158e-01,3.157894737e-01,2.105263158e-01,3.157894737e-01,0.000000000e+00
5.000000000e+05,2.105263158e-01,3.157894737e-01,2.105263158e-01,3.157894737e-01,2.105263158e-01,3.157894737e-01,inf
3.333333333e+05,2.105263158e-01,3.157894737e-01,2.105263158e-01,3.157894737e-01,2.105263158e-01,3.157894737e-01,5.000000000e-01
2.500000000e+05,2.105263158e-01,3.157894737e-01,2.105263158e-01,3.157894737e-01,2.105263158e-01,3.157894737e-01,-1.000000000e+00
2.000000000e+05,2.105263158e-01,3.157894737e-01,2.105263158e-01,3.157894737e-01,2.105263158e-01,3.157894737e-01,inf
1.666666667e+05,2.105263158e-01,3.157894737e-01,2.105263158e-01,3.157894737e-01,2.105263158e-01,3.157894737e-01,0.000000000e+00
1.428571429e+05,2.105263158e-01,3.157894737e-01,2.105263158e-01,3.157894737e-01,2.105263158e-01,3.157894737e-01,5.000000000e-01
1.250000000e+05,2.105263158e-01,3.157894737e-01,2.105263158e-01,3.157894737e-01,2.105263158e-01,3.157894737e-01,-inf
1.111111111e+05,2.105263158e-01,3.157894737e-01,2.105263158e-01,3.157894737e-01,2.105263158e-01,3.157894737e-01,-6.666666667e-01
1.000000000e+05,2.105263158e-01,3.157894737e-01,2.105263158e-01,3.157894737e-01,2.105263158e-01,3.157894737e-01,0.000000000e+00
9.090909091e+04,2.105263158e-01,3.157894737e-01,2.105263158e-01,3.157894737e-01,2.105263158e-01,3.157894737e-01,2.500000000e-01
8.333333333e+04,2.105263158e-01,3.157894737e-01,2.105263158e-01,3.157894737e-01,2.105263158e-01,3.157894737e-01,inf
7.692307692e+04,2.105263158e-01,3.157894737e-01,2.105263158e-01,3.157894737e-01,2.105263158e-01,3.157894737e-01,inf
7.142857143e+04,2.105263158e-01,3.157894737e-01,2.105263158e-01,3.157894737e-01,2.105263158e-01,3.157894737e-01,1.000000000e+00
6.666666667e+04,2.105263158e-01,3.157894737e-01,2.105263158e-01,3.157894737e-01,2.105263158e-01,3.157894737e-01,inf
