5.000000000e+02,5.604141309e-01,3.439574229e-01,5.578509732e-01,3.442134590e-01,5.549841787e-01,3.444997744e-01,1.001092232e+01
5.100000000e+02,5.581782813e-01,3.441807445e-01,5.554584019e-01,3.444523875e-01,5.524203597e-01,3.447557417e-01,1.001269755e+01
5.200000000e+02,5.558935878e-01,3.444089014e-01,5.530185742e-01,3.446959798e-01,5.498105795e-01,3.450162261e-01,1.001473297e+01
5.300000000e+02,5.535661251e-01,3.446412788e-01,5.505374999e-01,3.449436256e-01,5.471607897e-01,3.452806205e-01,1.001705762e+01
5.400000000e+02,5.512013864e-01,3.448773194e-01,5.480206149e-01,3.451947711e-01,5.444763799e-01,3.455483728e-01,1.001970252e+01
5.500000000e+02,5.488043452e-01,3.451165171e-01,5.454728448e-01,3.454489125e-01,5.417622421e-01,3.458189793e-01,1.002270077e+01
5.600000000e+02,5.463795109e-01,3.453584112e-01,5.428986615e-01,3.457055904e-01,5.390228253e-01,3.460919791e-01,1.002608748e+01
5.700000000e+02,5.439309794e-01,3.456025816e-01,5.403021323e-01,3.459643845e-01,5.362621851e-01,3.463669492e-01,1.002989980e+01
5.800000000e+02,5.414624767e-01,3.458486445e-01,5.376869638e-01,3.462249098e-01,5.334840251e-01,3.466435004e-01,1.003417688e+01
5.900000000e+02,5.389773987e-01,3.460962479e-01,5.350565400e-01,3.464868121e-01,5.306917338e-01,3.469212736e-01,1.003895986e+01
6.000000000e+02,5.364788447e-01,3.463450687e-01,5.324139549e-01,3.467497652e-01,5.278884162e-01,3.471999363e-01,1.004429185e+01
6.100000000e+02,5.339696481e-01,3.465948094e-01,5.297620419e-01,3.470134676e-01,5.250769212e-01,3.474791802e-01,1.005021793e+01
6.200000000e+02,5.314524022e-01,3.468451958e-01,5.271033988e-01,3.472776405e-01,5.222598661e-01,3.477587186e-01,1.005678505e+01
6.300000000e+02,5.289294837e-01,3.470959741e-01,5.244404101e-01,3.475420248e-01,5.194396571e-01,3.480382841e-01,1.006404211e+01
6.400000000e+02,5.264030727e-01,3.473469094e-01,5.217752659e-01,3.478063800e-01,5.166185080e-01,3.483176274e-01,1.007203981e+01
6.500000000e+02,5.238751704e-01,3.475977838e-01,5.191099797e-01,3.480704820e-01,5.137984567e-01,3.485965150e-01,1.008083073e+01
6.600000000e+02,5.213476156e-01,3.478483946e-01,5.164464031e-01,3.483341215e-01,5.109813795e-01,3.488747279e-01,1.009046925e+01
6.700000000e+02,5.188220978e-01,3.480985534e-01,5.137862393e-01,3.485971033e-01,5.081690041e-01,3.491520607e-01,1.010101153e+01
6.800000000e+02,5.163001704e-01,3.483480841e-01,5.111310550e-01,3.488592443e-01,5.053629209e-01,3.494283202e-01,1.011251554e+01
6.900000000e+02,5.137832614e-01,3.485968228e-01,5.084822916e-01,3.491203733e-01,5.025645940e-01,3.497033245e-01,1.012504097e+01
7.000000000e+02,5.112726834e-01,3.488446160e-01,5.058412744e-01,3.493803293e-01,4.997753699e-01,3.499769019e-01,1.013864933e+01
7.100000000e+02,5.087696427e-01,3.490913201e-01,5.032092213e-01,3.496389612e-01,4.969964865e-01,3.502488904e-01,1.015340385e+01
7.200000000e+02,5.062752474e-01,3.493368006e-01,5.005872512e-01,3.498961270e-01,4.942290809e-01,3.505191368e-01,1.016936957e+01
