360,0.29336406,0.30878465,0.24305556,0.15584416,0.064390244,0.014515599,0.009782609,0.009793814,0.009803922,0.009813084,0.009821429,0.00982906,0.009836066,0.00984252,0.009848485,0.009854015,0.009859155
365,0.28506912,0.31779318,0.2625,0.17671614,0.081114983,0.020447455,0.009782609,0.009793814,0.009803922,0.009813084,0.009821429,0.00982906,0.009836066,0.00984252,0.009848485,0.009854015,0.009859155
370,0.27345622,0.32319829,0.28194444,0.19758813,0.10006969,0.028752053,0.009782609,0.009793814,0.009803922,0.009813084,0.009821429,0.00982906,0.009836066,0.00984252,0.009848485,0.009854015,0.009859155
375,0.25852535,0.325,0.30138889,0.21846011,0.12125435,0.039429392,0.009782609,0.009793814,0.009803922,0.009813084,0.009821429,0.00982906,0.009836066,0.00984252,0.009848485,0.009854015,0.009859155
380,0.24193548,0.32319829,0.31888889,0.2393321,0.14355401,0.052479475,0.011040373,0.009793814,0.009803922,0.009813084,0.009821429,0.00982906,0.009836066,0.00984252,0.009848485,0.009854015,0.009859155
385,0.22534562,0.31779318,0.3325,0.26020408,0.16585366,0.067902299,0.014813665,0.009793814,0.009803922,0.009813084,0.009821429,0.00982906,0.009836066,0.00984252,0.009848485,0.009854015,0.009859155
390,0.20875576,0.30878465,0.34222222,0.28107607,0.18815331,0.085697865,0.021102484,0.009793814,0.009803922,0.009813084,0.009821429,0.00982906,0.009836066,0.00984252,0.009848485,0.009854015,0.009859155
395,0.1921659,0.29617271,0.34805556,0.30194805,0.21045296,0.10586617,0.029906832,0.009793814,0.009803922,0.009813084,0.009821429,0.00982906,0.009836066,0.00984252,0.009848485,0.009854015,0.009859155
400,0.17557604,0.27995736,0.35,0.32282004,0.23275261,0.12840723,0.041226708,0.009793814,0.009803922,0.009813084,0.009821429,0.00982906,0.009836066,0.00984252,0.009848485,0.009854015,0.009859155
405,0.15898618,0.2619403,0.34805556,0.34160482,0.25505227,0.15213465,0.055062112,0.011122975,0.009803922,0.009813084,0.009821429,0.00982906,0.009836066,0.00984252,0.009848485,0.009854015,0.009859155
410,0.14239631,0.24392324,0.34222222,0.35621521,0.27735192,0.17586207,0.071413043,0.015110457,0.009803922,0.009813084,0.009821429,0.00982906,0.009836066,0.00984252,0.009848485,0.009854015,0.009859155
