5.000000000e+02,5.780687581e-01,3.421695419e-01
5.100000000e+02,5.755478580e-01,3.424202578e-01
5.200000000e+02,5.729616591e-01,3.426773935e-01
5.300000000e+02,5.703177017e-01,3.429401872e-01
5.400000000e+02,5.676229278e-01,3.432079358e-01
5.500000000e+02,5.648837224e-01,3.434799909e-01
5.600000000e+02,5.621059567e-01,3.437557547e-01
5.700000000e+02,5.592950278e-01,3.440346757e-01
5.800000000e+02,5.564558980e-01,3.443162451e-01
5.900000000e+02,5.535931306e-01,3.445999930e-01
6.000000000e+02,5.507109227e-01,3.448854854e-01
6.100000000e+02,5.478131361e-01,3.451723206e-01
6.200000000e+02,5.449033246e-01,3.454601273e-01
6.300000000e+02,5.419847595e-01,3.457485614e-01
6.400000000e+02,5.390604520e-01,3.460373040e-01
6.500000000e+02,5.361331745e-01,3.463260594e-01
6.600000000e+02,5.332054789e-01,3.466145534e-01
6.700000000e+02,5.302797140e-01,3.469025311e-01
6.800000000e+02,5.273580406e-01,3.471897560e-01
6.900000000e+02,5.244424463e-01,3.474760084e-01
7.000000000e+02,5.215347575e-01,3.477610838e-01
7.100000000e+02,5.186366518e-01,3.480447926e-01
7.200000000e+02,5.157496687e-01,3.483269580e-01
7.300000000e+02,5.128752193e-01,3.486074160e-01
7.400000000e+02,5.100145952e-01,3.488860141e-01
7.500000000e+02,5.071689774e-01,3.491626104e-01
7.600000000e+02,5.043394437e-01,3.494370731e-01
7.700000000e+02,5.015269757e-01,3.497092799e-01
7.800000000e+02,4.987324657e-01,3.499791171e-01
7.900000000e+02,4.959567227e-01,3.502464792e-01
8.000000000e+02,4.932004780e-01,3.505112683e-01
8.100000000e+02,4.904643907e-01,3.507733939e-01
8.200000000e+02,4.877490524e-01,3.510327720e-01
8.300000000e+02,4.850549920e-01,3.512893250e-01
8.400000000e+02,4.823826798e-01,3.515429811e-01
8.500000000e+02,4.797325316e-01,3.517936742e-01
8.600000000e+02,4.771049124e-01,3.520413434e-01
8.700000000e+02,4.745001400e-01,3.522859327e-01
8.800000000e+02,4.719184882e-01,3.525273906e-01
8.900000000e+02,4.693601897e-01,3.527656701e-01
9.000000000e+02,4.668254391e-01,3.530007283e-01
9.100000000e+02,4.643143957e-01,3.532325260e-01
9.200000000e+02,4.618271858e-01,3.534610278e-01
9.300000000e+02,4.593639052e-01,3.536862017e-01
9.400000000e+02,4.569246213e-01,3.539080188e-01
9.500000000e+02,4.545093753e-01,3.541264535e-01
9.600000000e+02,4.521181840e-01,3.543414829e-01
9.700000000e+02,4.497510415e-01,3.545530869e-01
9.800000000e+02,4.474079213e-01,3.547612479e-01
9.900000000e+02,4.450887776e-01,3.549659509e-01
1.000000000e+03,4.427935469e-01,3.551671831e-01
1.000384917e+03,4.427056764e-01,3.551748594e-01
1.000770131e+03,4.426177736e-01,3.551825364e-01
1.001155642e+03,4.425298383e-01,3.551902141e-01
1.001541450e+03,4.424418707e-01,3.551978926e-01
1.001927555e+03,4.423538710e-01,3.552055718e-01
1.002313958e+03,4.422658388e-01,3.552132517e-01
1.002700659e+03,4.421777744e-01,3.552209324e-01
1.003087659e+03,4.420896775e-01,3.552286138e-01
1.003474957e+03,4.420015485e-01,3.552362958e-01
1.003862555e+03,4.419133869e-01,3.552439786e-01
1.004250452e+03,4.418251932e-01,3.552516621e-01
1.004638649e+03,4.417369670e-01,3.552593462e-01
1.005027147e+03,4.416487084e-01,3.552670311e-01
1.005415945e+03,4.415604175e-01,3.552747166e-01
1.005805043e+03,4.414720946e-01,3.552824028e-01
1.006194444e+03,4.413837388e-01,3.552900896e-01
1.006584145e+03,4.412953512e-01,3.552977771e-01
1.006974149e+03,4.412069309e-01,3.553054653e-01
1.007364455e+03,4.411184784e-01,3.553131541e-01
1.007755064e+03,4.410299934e-01,3.553208436e-01
1.008145976e+03,4.409414761e-01,3.553285337e-01
1.008537191e+03,4.408529265e-01,3.553362245e-01
1.008928710e+03,4.407643446e-01,3.553439158e-01
1.009320533e+03,4.406757303e-01,3.553516078e-01
1.009712661e+03,4.405870835e-01,3.553593004e-01
1.010105093e+03,4.404984045e-01,3.553669936e-01
1.010497830e+03,4.404096932e-01,3.553746874e-01
1.010890873e+03,4.403209495e-01,3.553823818e-01
1.011284222e+03,4.402321733e-01,3.553900768e-01
1.011677877e+03,4.401433649e-01,3.553977723e-01
1.012071839e+03,4.400545240e-01,3.554054685e-01
1.012466108e+03,4.399656507e-01,3.554131652e-01
1.012860684e+03,4.398767451e-01,3.554208625e-01
1.013255567e+03,4.397878073e-01,3.554285603e-01
1.013650759e+03,4.396988370e-01,3.554362587e-01
1.014046259e+03,4.396098343e-01,3.554439576e-01
1.014442068e+03,4.395207992e-01,3.554516571e-01
1.014838186e+03,4.394317318e-01,3.554593571e-01
1.015234613e+03,4.393426321e-01,3.554670576e-01
1.015631350e+03,4.392535000e-01,3.554747587e-01
1.016028398e+03,4.391643353e-01,3.554824603e-01
1.016425756e+03,4.390751384e-01,3.554901624e-01
1.016823425e+03,4.389859091e-01,3.554978650e-01
1.017221405e+03,4.388966474e-01,3.555055680e-01
1.017619697e+03,4.388073534e-01,3.555132716e-01
1.018018300e+03,4.387180271e-01,3.555209756e-01
1.018417217e+03,4.386286682e-01,3.555286802e-01
1.018816446e+03,4.385392770e-01,3.555363852e-01
1.019215988e+03,4.384498534e-01,3.555440907e-01
1.019615843e+03,4.383603976e-01,3.555517966e-01
1.020016013e+03,4.382709092e-01,3.555595030e-01
1.020416497e+03,4.381813884e-01,3.555672098e-01
1.020817295e+03,4.380918353e-01,3.555749171e-01
1.021218408e+03,4.380022499e-01,3.555826247e-01
1.021619837e+03,4.379126319e-01,3.555903329e-01
1.022021581e+03,4.378229818e-01,3.555980414e-01
1.022423642e+03,4.377332990e-01,3.556057504e-01
1.022826019e+03,4.376435839e-01,3.556134597e-01
1.023228712e+03,4.375538366e-01,3.556211695e-01
1.023631723e+03,4.374640568e-01,3.556288796e-01
1.024035052e+03,4.373742444e-01,3.556365902e-01
1.024438698e+03,4.372843999e-01,3.556443011e-01
1.024842663e+03,4.371945228e-01,3.556520124e-01
1.025246947e+03,4.371046133e-01,3.556597241e-01
1.025651549e+03,4.370146716e-01,3.556674361e-01
1.026056472e+03,4.369246972e-01,3.556751485e-01
1.026461714e+03,4.368346906e-01,3.556828612e-01
1.026867276e+03,4.367446516e-01,3.556905742e-01
1.027273158e+03,4.366545804e-01,3.556982876e-01
1.027679362e+03,4.365644765e-01,3.557060013e-01
1.028085887e+03,4.364743404e-01,3.557137154e-01
1.028492734e+03,4.363841717e-01,3.557214297e-01
1.028899903e+03,4.362939707e-01,3.557291444e-01
1.029307395e+03,4.362037372e-01,3.557368594e-01
1.029715209e+03,4.361134715e-01,3.557445746e-01
1.030123347e+03,4.360231732e-01,3.557522902e-01
1.030531809e+03,4.359328424e-01,3.557600060e-01
1.030940594e+03,4.358424795e-01,3.557677221e-01
1.031349704e+03,4.357520840e-01,3.557754384e-01
1.031759139e+03,4.356616561e-01,3.557831551e-01
1.032168899e+03,4.355711958e-01,3.557908719e-01
1.032578984e+03,4.354807032e-01,3.557985890e-01
1.032989396e+03,4.353901780e-01,3.558063064e-01
1.033400134e+03,4.352996205e-01,3.558140240e-01
1.033811198e+03,4.352090308e-01,3.558217418e-01
1.034222590e+03,4.351184084e-01,3.558294598e-01
1.034634310e+03,4.350277535e-01,3.558371780e-01
1.035046357e+03,4.349370665e-01,3.558448965e-01
1.035458732e+03,4.348463470e-01,3.558526151e-01
1.035871437e+03,4.347555949e-01,3.558603339e-01
